0 0 0 0
0.01002 5.02006e-05 0 0
0.0200401 0.000200802 0 0
0.0300601 0.000451805 0 0
0.0400802 0.00080321 0 0
0.0501002 0.00125502 0 0
0.0601202 0.00180722 0 0
0.0701403 0.00245983 0 0
0.0801603 0.00321284 0 0
0.0901804 0.00406625 0 0
0.1002 0.00502006 0 0
0.11022 0.00607427 0 0
0.12024 0.00722889 0 0
0.130261 0.0084839 0 0
0.140281 0.00983932 0 0
0.150301 0.0112951 0 0
0.160321 0.0128514 0 0
0.170341 0.014508 0 0
0.180361 0.016265 0 0
0.190381 0.0181224 0 0
0.200401 0.0200802 0 0
0.210421 0.0221385 0 0
0.220441 0.0242971 0 0
0.230461 0.0265561 0 0
0.240481 0.0289155 0 0
0.250501 0.0313754 0 0
0.260521 0.0339356 0 0
0.270541 0.0365962 0 0
0.280561 0.0393573 0 0
0.290581 0.0422187 0 0
0.300601 0.0451805 0 0
0.310621 0.0482428 0 0
0.320641 0.0514054 0 0
0.330661 0.0546685 0 0
0.340681 0.0580319 0 0
0.350701 0.0614957 0 0
0.360721 0.06506 0 0
0.370741 0.0687246 0 0
0.380762 0.0724897 0 0
0.390782 0.0763551 0 0
0.400802 0.080321 0 0
0.410822 0.0843872 0 0
0.420842 0.0885539 0 0
0.430862 0.0928209 0 0
0.440882 0.0971884 0 0
0.450902 0.101656 0 0
0.460922 0.106224 0 0
0.470942 0.110893 0 0
0.480962 0.115662 0 0
0.490982 0.120532 0 0
0.501002 0.125502 0 0
0.511022 0.130572 0 0
0.521042 0.135742 0 0
0.531062 0.141013 0 0
0.541082 0.146385 0 0
0.551102 0.151857 0 0
0.561122 0.157429 0 0
0.571142 0.163102 0 0
0.581162 0.168875 0 0
0.591182 0.174748 0 0
0.601202 0.180722 0 0
0.611222 0.186796 0 0
0.621242 0.192971 0 0
0.631263 0.199246 0 0
0.641283 0.205622 0 0
0.651303 0.212098 0 0
0.661323 0.218674 0 0
0.671343 0.225351 0 0
0.681363 0.232128 0 0
0.691383 0.239005 0 0
0.701403 0.245983 0 0
0.711423 0.253061 0 0
0.721443 0.26024 0 0
0.731463 0.267519 0 0
0.741483 0.274898 0 0
0.751503 0.282378 0 0
0.761523 0.289959 0 0
0.771543 0.297639 0 0
0.781563 0.30542 0 0
0.791583 0.313302 0 0
0.801603 0.321284 0 0
0.811623 0.329366 0 0
0.821643 0.337549 0 0
0.831663 0.345832 0 0
0.841683 0.354215 0 0
0.851703 0.362699 0 0
0.861723 0.371284 0 0
0.871743 0.379968 0 0
0.881764 0.388753 0 0
0.891784 0.397639 0 0
0.901804 0.406625 0 0
0.911824 0.415711 0 0
0.921844 0.424898 0 0
0.931864 0.434185 0 0
0.941884 0.443573 0 0
0.951904 0.45306 0 0
0.961924 0.462649 0 0
0.971944 0.472337 0 0
0.981964 0.482127 0 0
0.991984 0.492016 0 0
1.002 0.502 2.00802e-06 0
1.01202 0.511879 7.22889e-05 0
1.02204 0.521558 0.000242971 0
1.03206 0.531036 0.000514054 0
1.04208 0.540313 0.000885539 0
1.0521 0.549389 0.00135742 0
1.06212 0.558265 0.00192971 0
1.07214 0.566939 0.0026024 0
1.08216 0.575413 0.00337549 0
1.09218 0.583686 0.00424898 0
1.1022 0.591759 0.00522287 0
1.11222 0.59963 0.00629716 0
1.12224 0.607301 0.00747186 0
1.13226 0.614771 0.00874695 0
