0 1 0 0 0 0 0 0 0
0.01002 0.98006 0.0198895 5.02006e-05 0 0 0 0 0
0.0200401 0.960321 0.0394778 0.000200802 0 0 0 0 0
0.0300601 0.940783 0.0587648 0.000451805 0 0 0 0 0
0.0400802 0.921446 0.0777507 0.00080321 0 0 0 0 0
0.0501002 0.90231 0.0964354 0.00125502 0 0 0 0 0
0.0601202 0.883374 0.114819 0.00180722 0 0 0 0 0
0.0701403 0.864639 0.132901 0.00245983 0 0 0 0 0
0.0801603 0.846105 0.150682 0.00321284 0 0 0 0 0
0.0901804 0.827772 0.168162 0.00406625 0 0 0 0 0
0.1002 0.809639 0.185341 0.00502006 0 0 0 0 0
0.11022 0.791708 0.202218 0.00607427 0 0 0 0 0
0.12024 0.773977 0.218794 0.00722889 0 0 0 0 0
0.130261 0.756447 0.235069 0.0084839 0 0 0 0 0
0.140281 0.739118 0.251043 0.00983932 0 0 0 0 0
0.150301 0.721989 0.266716 0.0112951 0 0 0 0 0
0.160321 0.705061 0.282087 0.0128514 0 0 0 0 0
0.170341 0.688335 0.297157 0.014508 0 0 0 0 0
0.180361 0.671809 0.311926 0.016265 0 0 0 0 0
0.190381 0.655483 0.326394 0.0181224 0 0 0 0 0
0.200401 0.639359 0.340561 0.0200802 0 0 0 0 0
0.210421 0.623435 0.354426 0.0221385 0 0 0 0 0
0.220441 0.607712 0.36799 0.0242971 0 0 0 0 0
0.230461 0.59219 0.381253 0.0265561 0 0 0 0 0
0.240481 0.576869 0.394215 0.0289155 0 0 0 0 0
0.250501 0.561749 0.406876 0.0313754 0 0 0 0 0
0.260521 0.546829 0.419235 0.0339356 0 0 0 0 0
0.270541 0.53211 0.431293 0.0365962 0 0 0 0 0
0.280561 0.517592 0.44305 0.0393573 0 0 0 0 0
0.290581 0.503275 0.454506 0.0422187 0 0 0 0 0
0.300601 0.489159 0.465661 0.0451805 0 0 0 0 0
0.310621 0.475243 0.476514 0.0482428 0 0 0 0 0
0.320641 0.461528 0.487066 0.0514054 0 0 0 0 0
0.330661 0.448014 0.497317 0.0546685 0 0 0 0 0
0.340681 0.434701 0.507267 0.0580319 0 0 0 0 0
0.350701 0.421589 0.516916 0.0614957 0 0 0 0 0
0.360721 0.408677 0.526263 0.06506 0 0 0 0 0
0.370741 0.395966 0.535309 0.0687246 0 0 0 0 0
0.380762 0.383456 0.544054 0.0724897 0 0 0 0 0
0.390782 0.371147 0.552498 0.0763551 0 0 0 0 0
0.400802 0.359039 0.56064 0.080321 0 0 0 0 0
0.410822 0.347131 0.568482 0.0843872 0 0 0 0 0
0.420842 0.335424 0.576022 0.0885539 0 0 0 0 0
0.430862 0.323918 0.583261 0.0928209 0 0 0 0 0
0.440882 0.312613 0.590198 0.0971884 0 0 0 0 0
0.450902 0.301509 0.596835 0.101656 0 0 0 0 0
0.460922 0.290605 0.60317 0.106224 0 0 0 0 0
0.470942 0.279902 0.609204 0.110893 0 0 0 0 0
0.480962 0.269401 0.614937 0.115662 0 0 0 0 0
0.490982 0.259099 0.620369 0.120532 0 0 0 0 0
0.501002 0.248999 0.625499 0.125502 0 0 0 0 0
